Wikipedia_ID,Movie_Name,Release_Date,Box_Office_Revenue,Runtime,Languages,Countries,Genres,Continents,Year,Rated,Director,Writer,Actors,Plot,Awards,Poster,Ratings,Metascore,imdbRating,imdbVotes,imdbID,DVD,Production,Website,Response,totalSeasons,Oscar,Nomination_Awards,Win_Awards,Internet_Movie_Database_Rating,Rotten_Tomatoes_Rating,Metacritic_Rating,Comedy_Types
1888433,The Americanization of Emily,1964-10-27,,115.0,['English Language'],['United States of America'],"['Romantic comedy', 'Black-and-white', 'Drama', 'Comedy', 'War film', 'Black comedy', 'Romance Film']",America,1964,All Audiences (TP),Arthur Hiller,"Paddy Chayefsky, William Bradford Huie","James Garner, Julie Andrews, Melvyn Douglas",An American Naval Officer's talent for living the good life in wartime is challenged when he falls in love and is sent on a dangerous mission.,Nominated for 2 Oscars. 6 nominations total,https://m.media-amazon.com/images/M/MV5BMDRmNmVhZWItOWJjMS00MjUzLWI5NmUtZGU0Zjk0NmNjZTc3XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '93%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68.0,7.3,"5,810",tt0057840,,,,True,,0,6,0,7.3,9.3,6.8,Comedy_War
26509205,How the War Started on My Island,1996,,99.0,"['Croatian language', 'Slovenian language', 'Serbian language']",['Croatia'],"['Comedy', 'War film']",Europe,1996,Not Rated,Vinko Bresan,"Ivo Bresan, Vinko Bresan","Vlatko Dulic, Ljubomir Kerekes, Ivan Brkic","Although being one of the first movies to take humoristic approach towards violent break-up of Yugoslavia, this motion picture is partly based on real events that took place in September of 1991. Few months after Croatia seceded f...",7 wins,https://m.media-amazon.com/images/M/MV5BMmZkZGIyYjctZjVkOC00ZmZlLWEwOWMtNzE1ZTE1M2ZjMzYxXkEyXkFqcGdeQXVyNTM5NDU0Mjk@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}]",,7.8,"2,888",tt0116739,,,,True,,0,0,7,7.8,,,Comedy_War
3132962,Burnt by the Sun,1994-05-21,2302338.0,152.0,"['French Language', 'Russian Language']","['France', 'Russia']","['Tragedy', 'World cinema', 'History', 'Family Drama', 'Drama', 'Comedy', 'Political drama']",Europe,1994,16+,Nikita Mikhalkov,"Nikita Mikhalkov, Rustam Ibragimbekov","Nikita Mikhalkov, Ingeborga Dapkunaite, Oleg Menshikov","In the USSR in 1936, shadows of Stalin's repressions fall on a famous, revolutionary hero. The accusations of him being a foreign spy are nonsense, and everyone knows that. However, a slow process of his downfall has already started.",Won 1 Oscar. 4 wins & 9 nominations total,https://m.media-amazon.com/images/M/MV5BNjlkMjJmODMtNzcwZi00YWVkLWIxNmQtNjk3ZTIyMTJiNjI2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '81%'}]",,7.8,"16,511",tt0111579,,,,True,,1,9,4,7.8,8.1,,Comedy_Political
1615355,Much Ado About Nothing,1993-05-07,22549338.0,110.0,['English Language'],"['United States of America', 'England', 'United Kingdom']","['Romantic comedy', 'Costume drama', 'Period piece', 'Drama', 'Comedy', 'War film', 'Romantic drama', 'Romance Film']",Both,1993,Recommended Parental Agreement (AP),Kenneth Branagh,"William Shakespeare, Kenneth Branagh","Kenneth Branagh, Emma Thompson, Keanu Reeves","Young lovers, and soon to wed, Hero and Claudio conspire to get verbal sparring partners and confirmed singles, Benedick and Beatrice, to wed as well.",Nominated for 1 BAFTA Award5 wins & 11 nominations total,https://m.media-amazon.com/images/M/MV5BOTI3MmI1NmYtZGI4Zi00ZWNiLWJjYWItYTVlOThiZGYzNWE5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '80/100'}]",80.0,7.3,"52,834",tt0107616,,,,True,,0,11,5,7.3,9.0,8.0,Comedy_War
619964,The Big One,1998-04-10,720074.0,91.0,['English Language'],"['United States of America', 'United Kingdom']","['Political cinema', 'Crime Fiction', 'Comedy', 'Indie', 'Documentary']",Both,1997,Recommended Parental Agreement (AP),Michael Moore,Michael Moore,"Michael Moore, Elaine Bly, Dan Burns","On his book tour, Michael Moore exposes wrongdoing by big greedy businesses and callous politicians around America.",6 wins,https://m.media-amazon.com/images/M/MV5BYjA3MGIyY2MtZjJlOS00OTRiLWI0YzktOWNkOGE3MWI5YTVlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}]",,7.1,"8,073",tt0124295,,,,True,,0,0,6,7.1,9.2,,Comedy_Political
1059701,Superman III,1983-06-16,59950623.0,125.0,"['Italian Language', 'English Language', 'Spanish Language']","['United States of America', 'United Kingdom']","['Thriller', 'Science Fiction', 'Adventure', 'Superhero movie', 'Superhero', 'Action/Adventure', 'Fantasy', 'Comedy', 'Family Film', 'Action']",Both,1983,Recommended Parental Agreement (AP),Richard Lester,"Jerry Siegel, Joe Shuster, David Newman","Christopher Reeve, Richard Pryor, Margot Kidder","Entrepreneur Ross Webster teams up with a computer genius in order to realise his own evil intentions. When Superman obstructs his plans, he decides to destroy him.",3 wins & 7 nominations,https://m.media-amazon.com/images/M/MV5BYjcyN2E4NzQtYmUwZC00NmQ5LWJkMWUtMThjZGIwZGIwYzZmXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '29%'}, {'Source': 'Metacritic', 'Value': '44/100'}]",44.0,5.0,"76,066",tt0086393,,,,True,,0,7,3,5.0,2.9,4.4,Comedy_Superhero
15221159,Bumbarash,1971,,135.0,['Russian Language'],['Soviet Union'],"['Musical', 'War film', 'Comedy-drama', 'Adventure', 'Comedy']",Europe,1972,Not Rated,"Abram Naroditsky, Nikolai Rasheyev","Arkadiy Gaydar, Yevgeni Mitko","Valeriy Zolotukhin, Yuri Smirnov, Natalya Dmitriyeva","Private Bumbarash is considered dead after air balloon scouting incident gone awry. When he, alive and well, returns home, he has to stay alive and regain the girl he loves in the harsh yet tragicomic circumstances of Russian Civi...",,https://m.media-amazon.com/images/M/MV5BMTY2ZWRlNjMtOTU2Ny00ZThiLWIwMDYtODdiMDU4NjQ4YmNlXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}]",,7.2,347,tt0131331,,,,True,,0,0,0,7.2,,,Comedy_War
295757,Mystery Men,1999-07-22,33461011.0,122.0,['English Language'],['United States of America'],"['Parody', 'Indie', 'Superhero movie', 'Action/Adventure', 'Fantasy', 'Comedy', 'Action']",America,1999,Recommended Parental Agreement (AP),Kinka Usher,"Neil Cuthbert, Bob Burden","Ben Stiller, Janeane Garofalo, William H. Macy",A group of inept amateur superheroes must try to save the day when a supervillain threatens to destroy a major superhero and the city.,3 nominations,https://m.media-amazon.com/images/M/MV5BNThiMzQ3ZmUtYzRmMS00Njg2LWEzM2EtNGI3ZTAwNmFiOTlkXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '60%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65.0,6.1,"71,360",tt0132347,,,,True,,0,3,0,6.1,6.0,6.5,Comedy_Superhero
434816,The Seduction of Mimi,1972-02-19,466215.0,108.0,"['Italian Language', 'English Language']",['Italy'],"['Sex comedy', 'World cinema', 'Comedy-drama', 'Political satire', 'Satire', 'Comedy', 'Political cinema', 'Black comedy']",Europe,1972,16+,Lina Wertmüller,Lina Wertmüller,"Giancarlo Giannini, Mariangela Melato, Agostina Belli","Forced to leave his family in Sicily, Mimí finds a job in a factory in Turin, where he gets involved in an extramarital affair.",8 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BZDkwNDMxMzctN2ZiNC00Y2IyLTk4M2ItYzBjZjRmYmQ0ZGU0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}]",,7.3,"2,811",tt0068950,,,,True,,0,1,8,7.3,8.6,,Comedy_Political
7075890,Train of Life,1998-09-05,98687.0,103.0,['Unknown'],"['France', 'Belgium', 'Romania']","['Tragicomedy', 'Romance Film', 'Comedy-drama', 'Comedy', 'War film']",Europe,1998,16+,Radu Mihaileanu,Radu Mihaileanu,"Lionel Abelanski, Rufus, Clément Harari","In 1941, the inhabitants of a small Jewish village in Central Europe organize a fake deportation train so that they can escape the Nazis and flee to Palestine.",10 wins & 4 nominations,https://m.media-amazon.com/images/M/MV5BNjE3NTUwNmItNGIwMy00OTZjLWI2MzctNzlmNjJjNzYzZWQyXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '62/100'}]",62.0,7.6,"9,664",tt0170705,,,,True,,0,4,10,7.6,6.4,6.2,Comedy_War
6517412,Do You Remember Dolly Bell?,1981,,109.0,"['Serbo-Croatian', 'Serbian language']","['Yugoslavia', 'Bosnia and Herzegovina']","['World cinema', 'Drama', 'Comedy', 'Romantic drama', 'Coming of age', 'Romance Film', 'Political drama']",Europe,1981,Not Rated,Emir Kusturica,"Abdulah Sidran, Emir Kusturica","Slavko Stimac, Slobodan Aligrudic, Ljiljana Blagojevic","A young man's personality is shaped, involving some weird happenings around.",7 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BY2MyNmM3ZGYtYTM2ZS00ZDJjLWI2Y2MtMGMxNWYyYTcxYzdhXkEyXkFqcGdeQXVyMjc1NDA2OA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}]",,7.5,"6,881",tt0083089,,,,True,,0,1,7,7.5,,,Comedy_Political
21200382,Dick,1999-07-23,6262878.0,94.0,['English Language'],"['United States of America', 'France', 'Canada']","['Parody', 'Female buddy film', 'Buddy film', 'Political satire', 'Comedy', 'Political cinema', 'Teen']",Both,1999,Recommended Parental Agreement (AP),Andrew Fleming,"Andrew Fleming, Sheryl Longin","Kirsten Dunst, Michelle Williams, Dan Hedaya","After wandering off during a White House tour, two high school girls inadvertently become Richard Nixon's top secret advisers at the height of the Watergate scandal.",4 nominations,https://m.media-amazon.com/images/M/MV5BYmEzZjg4YTUtN2MyZC00OGMxLWE2NjEtMzg5MWZjZDFhYjQ4XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '65/100'}]",65.0,6.2,"21,694",tt0144168,,,,True,,0,4,0,6.2,7.2,6.5,Comedy_Political
444267,Legally Blonde,2001-06-26,141774679.0,97.0,['English Language'],['United States of America'],"['Romantic comedy', 'Comedy of manners', 'Comedy', 'Courtroom Comedy', 'Political cinema', 'Romance Film']",America,2001,Recommended Parental Agreement (AP),Robert Luketic,"Amanda Brown, Karen McCullah, Kirsten Smith","Reese Witherspoon, Luke Wilson, Selma Blair","Fashionable sorority queen Elle Woods follows her ex-boyfriend to law school, where she discovers that there is more to her than just looks.",6 wins & 14 nominations,https://m.media-amazon.com/images/M/MV5BNTEyNjUwMTkxMV5BMl5BanBnXkFtZTcwNjk0NDk0NA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",59.0,6.5,"255,891",tt0250494,,,,True,,0,14,6,6.5,7.1,5.9,Comedy_Political
14671962,When Willie Comes Marching Home,1950-02,1750000.0,82.0,['English Language'],['United States of America'],"['Adventure', 'Comedy', 'Black-and-white', 'War film']",America,1950,All Audiences (TP),John Ford,"Sy Gomberg, Richard Sale, Mary Loos","Dan Dailey, Corinne Calvet, Colleen Townsend","Willie Kluggs enters the service with hopes of going overseas, but his uncanny marksmanship keeps him at home as a shooting instructor... much to his embarrassment.",Nominated for 1 Oscar. 1 win & 2 nominations total,https://m.media-amazon.com/images/M/MV5BMzg1MTA4YjEtNDAyMS00N2I2LTlhYWMtZWZiY2EzOTQ4MzMzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",,6.4,856,tt0043129,,,,True,,0,2,1,6.4,,,Comedy_War
6494145,Animal Farm,1954,,72.0,['English Language'],['United Kingdom'],"['Parody', 'Animation', 'Drama', 'Comedy', 'Film adaptation', 'Political cinema', 'Political drama', 'Dystopia']",Europe,1954,All Audiences (TP),"Joy Batchelor, John Halas","George Orwell, Lothar Wolff, Borden Mace","Gordon Heath, Maurice Denham",A successful farmyard revolution by the resident animals vs. the farmer goes horribly wrong when the victors create a new tyranny among themselves.,Nominated for 1 BAFTA Award1 nomination total,https://m.media-amazon.com/images/M/MV5BYjdlMTcxODktNDBhNS00MjRiLThkNTMtZGJjOTU0Zjc5NjUzXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}]",,7.2,"19,429",tt0047834,,,,True,,0,1,0,7.2,6.9,,Comedy_Political
14290295,The Trip,2002,,95.0,['English Language'],['United States of America'],"['LGBT', 'Romance Film', 'Drama', 'Comedy', 'Political drama']",America,2021,16+,Tommy Wirkola,"Tommy Wirkola, Nick Ball, John Niven","Noomi Rapace, Aksel Hennie, Atle Antonsen","A dysfunctional couple head to a remote cabin to reconnect, but each has intentions to kill the other. Before they can carry out their plans, unexpected visitors arrive and they face a greater danger.",1 win & 2 nominations,https://m.media-amazon.com/images/M/MV5BYzE0MzFkOWUtMDFhNC00YjQxLTk3NDQtNzkzOTU1NmRhZTE0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}]",,6.9,"28,083",tt13109952,,,,True,,0,2,1,6.9,8.5,,Comedy_Political
7094159,The New Spirit,1942-01-23,,7.0,['English Language'],['United States of America'],"['Animation', 'Short Film', 'Drama', 'Comedy', 'War film', 'Documentary']",America,1942,All Audiences (TP),"Wilfred Jackson, Ben Sharpsteen","Joe Grant, Dick Huemer","Cliff Edwards, Clarence Nash, Fred Shields","Animated documentary promoting timely filing and payment of Federal income taxes, demonstrated by Donald Duck's difficulties with his tax return.",Nominated for 1 Oscar. 1 nomination total,https://m.media-amazon.com/images/M/MV5BMzk0ZGEwNjAtYzQyMS00ODA3LTg1ZGUtNWRmZTc2MDgyNzVkXkEyXkFqcGdeQXVyNzQzMjczNzE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",,5.6,425,tt0035120,,,,True,,0,1,0,5.6,,,Comedy_War
565879,The Incredibles,2004-10-27,631442092.0,116.0,"['French Language', 'English Language', 'Spanish Language']",['United States of America'],"['Adventure', 'Superhero movie', 'Computer Animation', ""Children's/Family"", 'Superhero', 'Animation', 'Action/Adventure', 'Comedy', 'Family Film', 'Action', 'Family-Oriented Adventure']",America,2004,Recommended Parental Agreement (AP),Brad Bird,Brad Bird,"Craig T. Nelson, Samuel L. Jackson, Holly Hunter","While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.",Won 2 Oscars. 69 wins & 56 nominations total,https://m.media-amazon.com/images/M/MV5BMTY5OTU0OTc2NV5BMl5BanBnXkFtZTcwMzU4MDcyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Metacritic', 'Value': '90/100'}]",90.0,8.0,"828,986",tt0317705,29 Mar 2005,,,True,,2,56,69,8.0,,9.0,Comedy_Superhero
11158587,Russkies,1987-11-06,2189047.0,99.0,['English Language'],['United States of America'],"['Family Film', 'Family Drama', 'Drama', 'Political drama', 'Comedy']",America,1987,Recommended Parental Agreement (AP),Rick Rosenthal,"Sheldon Lettich, Alan Jay Glueckman, Michael Nankin","Whip Hubley, Joaquin Phoenix, Peter Billingsley",A group of American boys and a shipwrecked Russian sailor become friends during the Cold War.,,https://m.media-amazon.com/images/M/MV5BYzg5MDMwOTctOTI2Zi00YTNkLWE2ZTMtODM5MTk0ZTQxMTllXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '14%'}, {'Source': 'Metacritic', 'Value': '43/100'}]",43.0,5.5,"1,659",tt0093898,,,,True,,0,0,0,5.5,1.4,4.3,Comedy_Political
18360043,Conventioneers,2006-10-20,,98.0,['English Language'],['United States of America'],"['Parody', 'Romantic comedy', 'Indie', 'Drama', 'Comedy', 'Political cinema', 'Romantic drama', 'Romance Film', 'Political drama']",America,2005,Not Rated,Mora Stephens,"Mora Stephens, Joel Viertel","Basil, Adrian Blue, Jennifer Brown","At the 2004 Republican Nation Convention, love blooms between a Republican delegate and a Democrat protesting the event.",2 wins & 1 nomination,https://m.media-amazon.com/images/M/MV5BNjQ5NDUxODkxOF5BMl5BanBnXkFtZTcwMjQ4OTkyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",60.0,5.7,195,tt0455929,,,,True,,0,1,2,5.7,7.5,6.0,Comedy_Political
29157670,Dear Wife,1949-11-15,,88.0,['English Language'],['United States of America'],"['Political cinema', 'Comedy']",America,1949,All Audiences (TP),Richard Haydn,"Arthur Sheekman, N. Richard Nash, Norman Krasna","William Holden, Joan Caulfield, Billy De Wolfe","Thanks to political activist teen Miriam, her brother-in-law and father find themselves rival candidates for state senator.",,https://m.media-amazon.com/images/M/MV5BNzQ2MmFkZmUtNTdmYi00OGRlLWEyMDktYTFkYjQ0YTQyMThhXkEyXkFqcGdeQXVyMjA0MzYwMDY@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",,6.4,266,tt0041286,,,,True,,0,0,0,6.4,,,Comedy_Political
874208,Ravenous,1999-03-16,2062405.0,100.0,"['Italian Language', 'English Language', 'Spanish Language']","['United States of America', 'Mexico', 'Czech Republic', 'United Kingdom']","['Thriller', 'Horror', 'Adventure', 'Period piece', 'Western', 'Comedy', 'War film', 'Black comedy', 'Slasher']",Both,1999,16+,Antonia Bird,Ted Griffin,"Guy Pearce, Robert Carlyle, David Arquette","In a remote military outpost in the 19th century, Captain John Boyd and his regiment embark on a rescue mission which takes a dark turn when they are ambushed by a sadistic cannibal.",1 win & 6 nominations,https://m.media-amazon.com/images/M/MV5BM2M3ZGIzYmYtNzQyZC00MTQwLWE0ZDQtMTk4Yjg2YWY3NGI0XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '52%'}, {'Source': 'Metacritic', 'Value': '46/100'}]",46.0,6.9,"44,120",tt0129332,,,,True,,0,6,1,6.9,5.2,4.6,Comedy_War
1416397,Hot Shots! Part Deux,1993-05-21,133752825.0,87.0,['English Language'],['United States of America'],"['Parody', 'Absurdism', 'Screwball comedy', 'Action/Adventure', 'Comedy', 'War film', 'Action']",America,1993,Recommended Parental Agreement (AP),Jim Abrahams,"Jim Abrahams, Pat Proft","Charlie Sheen, Lloyd Bridges, Valeria Golino","""Rambo"" parody in which Topper Harley leads a rescue team into Iraq to save Iraqi war prisoners and all of their previous rescue teams.",1 win,https://m.media-amazon.com/images/M/MV5BNGU5ZTUzMmQtZDI3Yy00Y2ZlLTg1MmMtYWZiNDYyYmI4YmE2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64.0,6.6,"98,888",tt0107144,,,,True,,0,0,1,6.6,5.9,6.4,Comedy_War
1936710,Comic Book: The Movie,2004-01-27,,107.0,['English Language'],['United States of America'],"['Action/Adventure', 'Media Satire', 'Mockumentary', 'Comedy', 'Superhero movie']",America,2004,Recommended Parental Agreement (AP),Mark Hamill,"Mark Hamill, Billy West","Mark Hamill, Donna D'Errico, Billy West, Joseph Burns",The relationship between Hollywood and comic book culture is lambasted in this mockumentary as a beloved heroic character is rung through the studio system.,3 wins & 2 nominations.,https://m.media-amazon.com/images/M/MV5BMzI5MDkxNDg3OV5BMl5BanBnXkFtZTcwODgwOTQyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}]",,5.9,"1,254",tt0361462,,,,True,,0,2,3,5.9,4.0,,Comedy_Superhero
3152104,Don't Drink the Water,1994-12-18,,100.0,['English Language'],['United States of America'],"['Political cinema', 'Comedy']",America,1994,Recommended Parental Agreement (AP),Woody Allen,Woody Allen,"Woody Allen, Julie Kavner, Ed Herlihy",An ordinary American family goes on vacation to Europe. Because of the Cold War they are stuck in the U.S. Embassy surrounding by the Soviet forces.,,https://m.media-amazon.com/images/M/MV5BMGQ5MTQ1NzMtY2M3OC00YzJlLThlNzItNjE4NzZhMjcxMTMwXkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '44%'}]",,6.2,"3,904",tt0109644,,,,True,,0,0,0,6.2,4.4,,Comedy_Political
3990425,Ant-Man,2008,180202163.0,117.0,['English Language'],['United States of America'],"['Thriller', 'Science Fiction', 'Superhero movie', 'Superhero', 'Action/Adventure', 'Comedy']",America,2015,Recommended Parental Agreement (AP),Peyton Reed,"Edgar Wright, Joe Cornish, Adam McKay","Paul Rudd, Michael Douglas, Corey Stoll","Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, pull off a plan that will save the world.",Nominated for 1 BAFTA Award4 wins & 34 nominations total,https://m.media-amazon.com/images/M/MV5BMjM2NTQ5Mzc2M15BMl5BanBnXkFtZTgwNTcxMDI2NTE@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",64.0,7.2,"735,471",tt0478970,,,,True,,0,34,4,7.2,8.3,6.4,Comedy_Superhero
17733106,Comic Book Villains,2002,,92.0,['Unknown'],['United States of America'],"['Crime Comedy', 'Superhero movie', 'Comedy-drama', 'Action/Adventure', 'Comedy', 'Black comedy', 'Action']",America,2002,16+,James Robinson,James Robinson,"Donal Logue, Cary Elwes, Michael Rapaport, Natasha Lyonne",A guy dies after collecting comic books for decades. His mom inherits them and she ain't selling. Owners of 2 comic book stores want the collection. Their scheming gets ever more desperate.,,https://m.media-amazon.com/images/M/MV5BMjAxMzQxMzg3Nl5BMl5BanBnXkFtZTcwODEyMzQyMQ@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}]",,5.6,"2,245",tt0287969,,,,True,,0,0,0,5.6,,,Comedy_Superhero
9136230,Funny Dirty Little War,1983,,80.0,['Spanish Language'],['Argentina'],"['Indie', 'World cinema', 'Drama', 'Comedy', 'War film', 'Black comedy']",America,1983,Not Rated,Héctor Olivera,"Roberto Cossa, Héctor Olivera, Osvaldo Soriano","Federico Luppi, Víctor Laplace, Héctor Bidonde","A small revolution breaks out in a small Argentine town, as one group of Peronists calls they newly elected peronist a communist. The newly elected official enlists the aid of allies ranging from the town drunk to young peronists ...",4 wins & 2 nominations,https://m.media-amazon.com/images/M/MV5BZGNiYmU1OWItMzJlMS00YTIxLWI1NGYtYWViZWUyYzQxMzcwXkEyXkFqcGdeQXVyNjU0ODkwMTU@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}]",,7.0,547,tt0086017,30 Apr 2002,Media Home Entertainment,,True,,0,2,4,7.0,,,Comedy_War
8444243,First Monday in October,1981,12480249.0,98.0,['English Language'],['United States of America'],"['Romantic comedy', 'Comedy-drama', 'Drama', 'Comedy', 'Political cinema', 'Romantic drama', 'Romance Film', 'Political drama']",America,1981,16+,Ronald Neame,"Jerome Lawrence, Robert E. Lee","Walter Matthau, Jill Clayburgh, Barnard Hughes","For the first time in history a woman is appointed to the U.S. Supreme Court, where she becomes a friendly rival to a liberal associate.",3 nominations,https://m.media-amazon.com/images/M/MV5BMmFjNWZkNjctYjNiMS00YmFmLWFjZTMtYzNjZjAyZTBkOWI5XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}]",,6.4,"1,684",tt0082382,,,,True,,0,3,0,6.4,,,Comedy_Political
23750252,Four Lions,2010-01-23,304616.0,97.0,['English Language'],['United Kingdom'],"['Parody', 'Satire', 'Drama', 'Comedy', 'Political cinema', 'Black comedy']",Europe,2010,16+,Christopher Morris,"Christopher Morris, Sam Bain, Jesse Armstrong","Will Adamsdale, Riz Ahmed, Adeel Akhtar",Four incompetent British terrorists set out to train for and commit an act of terror.,Won 1 BAFTA Award9 wins & 24 nominations total,https://m.media-amazon.com/images/M/MV5BMTczNDQxNzI0NF5BMl5BanBnXkFtZTcwNDM0NzEwNA@@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",68.0,7.3,"86,642",tt1341167,,,,True,,0,24,9,7.3,8.3,6.8,Comedy_Political
31706548,Pacific Rendezvous,1942-05-21,,76.0,['English Language'],['United States of America'],"['Mystery', 'Comedy', 'Drama', 'Adventure', 'War film']",America,1942,All Audiences (TP),George Sidney,"Harry Kurnitz, P.J. Wolfson, George Oppenheimer","Lee Bowman, Jean Rogers, Mona Maris","Anxious to see some naval action in the Pacific during WWII, Lt. Bill Gordon makes the mistake of telling his new girlfriend, ditzy Elaine Carter, that he was an expert in deciphering codes. Trying to keep him in the states for he...",,https://m.media-amazon.com/images/M/MV5BOGU1NmQ4OTAtNDJhMi00OTg2LThiYzUtMzFkMzgyYjFlNTg2XkEyXkFqcGc@._V1_SX300.jpg,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}]",,5.8,192,tt0035167,,,,True,,0,0,0,5.8,,,Comedy_War
